X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,timestamp
-120.17268,-557.75323,1704.9362800000001,-125.40666,-622.6546599999999,1657.5416300000002,-106.18392,-449.39455999999996,1678.43335,-283.04514,-416.02426,1394.69177,-137.16583,-310.23645,1267.9801,-369.17023,-486.74945,1068.94153,-221.40945,-706.88397,1065.97998,56.50107,-450.01962000000003,1432.9736300000002,167.09506000000002,-549.33478,1106.2451199999998,25.17869,-735.82623,998.93585,-235.8027,-523.3772,1005.4408599999999,33.96273,-566.89575,994.7009300000001,-86.72184,-353.83237,1014.9361,-268.41638,-485.17474000000004,751.46271,-248.05353,-456.08151,486.40120999999994,-261.59552,-413.94562,388.00408999999996,-230.7598,-414.52179,70.93856,-167.88379,-373.72562,34.39278,-215.43712000000002,-575.94781,43.916470000000004,100.33116,-460.06387,689.4954799999999,92.55524,-437.91992,459.08899,89.82632,-404.82874,249.38372999999999,76.51213,-421.60089000000005,72.66704,8.485560000000001,-388.63638,37.39655,60.937740000000005,-594.521,34.07905,-123.9593,-462.39584,473.9003,-147.70053000000001,-440.68747,86.87933000000001,-23.01378,-492.22812000000005,464.60123,-4.04511,-462.69192999999996,91.72442,0
-120.24456,-557.63605,1704.9583699999998,-125.48053,-622.52075,1657.57239,-106.24376000000001,-449.14703,1678.47644,-283.12143,-416.10965,1394.69336,-137.28957,-310.19397000000004,1267.98035,-369.00809,-487.4212,1068.98657,-220.44977000000003,-707.21594,1066.64661,56.45394,-449.87244000000004,1432.99268,167.06902,-549.3109099999999,1106.2999300000001,24.94637,-735.79114,999.22974,-236.63652000000002,-522.99603,1005.59241,33.91747,-566.83704,994.7009300000001,-86.79337,-353.78348,1014.9277300000001,-268.47955,-485.1214,751.4731400000001,-248.09366,-456.05495999999994,486.37976,-261.61972000000003,-413.90451,388.00574,-230.80948999999998,-414.45639,70.94549,-167.90126,-373.78815,34.366040000000005,-215.47609,-575.9455,43.94593,100.28298000000001,-460.05649000000005,689.51532,92.54803000000001,-437.92675999999994,459.11359000000004,89.79715999999999,-404.85855,249.38776000000001,76.50129,-421.59885,72.6451,8.48427,-388.58972,37.41518,60.98143,-594.5051900000001,34.03952,-123.99877,-462.34615999999994,473.91919,-147.75473,-440.6915,86.86505,-23.06833,-492.29180999999994,464.6113,-4.04524,-462.61760999999996,91.727,10
-120.30058000000001,-557.48865,1704.96057,-125.51376,-622.43585,1657.5788599999998,-106.3034,-449.17987,1678.39539,-283.17227,-416.17868,1394.69019,-137.42371,-310.14642000000003,1267.94897,-368.84839,-488.05734,1069.01233,-219.71132000000003,-707.5122700000001,1067.19714,56.33738,-449.62740999999994,1432.8377699999999,167.06691,-549.27032,1106.3858599999999,24.72133,-735.77185,999.57556,-236.52066000000002,-523.0679299999999,1006.02124,33.859970000000004,-566.81512,994.69714,-86.86268000000001,-353.78775,1014.9013699999999,-268.54807,-485.08124000000004,751.4649,-248.133,-456.04797,486.37564000000003,-261.15542999999997,-414.15851000000004,387.72202000000004,-230.76487999999998,-414.46527000000003,70.94181999999999,-167.92231999999998,-373.74138999999997,34.39888,-215.45352000000003,-575.9444,43.92037,100.17634,-460.07852,689.48425,92.69221,-437.69858,459.54535,89.756,-404.88007000000005,249.37333999999998,76.22591,-421.75784000000004,72.5148,8.486889999999999,-388.61136,37.40762,60.963330000000006,-594.51233,34.05863,-124.08566,-462.25278,473.8689,-147.71164,-440.6759,86.8644,-23.10107,-492.36545,464.60593,-4.08835,-462.75897000000003,91.72961,20
-120.38136000000002,-557.3731700000001,1704.9952399999997,-125.56799,-622.31915,1657.61707,-106.38703000000001,-448.90990999999997,1678.4670399999998,-283.23742999999996,-416.21957000000003,1394.71985,-137.55553,-310.11554,1267.95337,-368.70255,-488.7858,1069.06226,-219.0058,-707.94415,1067.7951699999999,56.3017,-449.60825,1432.9353,167.08061,-549.20984,1106.46436,24.53465,-735.7271099999999,1000.0488300000001,-236.29214,-523.08667,1006.4127800000001,33.79241,-566.78052,994.70215,-86.95699,-353.70114,1014.90717,-268.64114,-485.06253,751.4771099999999,-248.19002000000003,-455.98117,486.39743,-261.68292,-413.89162999999996,387.9841,-230.83627,-414.47406,70.96621999999999,-167.92001000000002,-373.72522000000004,34.41151,-215.47519,-575.91614,43.926429999999996,100.10049000000001,-460.04367,689.49329,92.60483,-437.74719000000005,459.55298,89.73336,-404.86511,249.40175,76.46645,-421.57735999999994,72.66581,8.480789999999999,-388.65146,37.391,60.99913000000001,-594.4964,34.06195,-124.11721000000001,-462.23510999999996,473.90948,-147.74495,-440.66225999999995,86.85941,-23.151310000000002,-492.37888,464.5827,-4.06499,-462.71786,91.6976,30
-120.40938999999999,-557.24542,1704.98206,-125.62177,-622.24188,1657.60791,-106.46316999999999,-448.78012,1678.4588600000002,-283.30298,-416.30386,1394.72083,-137.6842,-310.07599,1267.9039300000002,-368.69214,-489.34005999999994,1069.07275,-218.29886000000002,-708.14795,1067.6440400000001,56.25872,-449.45419000000004,1432.93945,167.05557,-549.1408700000001,1106.52979,24.30041,-735.63385,1000.50098,-236.18388,-523.07233,1006.5024400000001,33.72237,-566.76459,994.74451,-87.06827,-353.7085,1014.89825,-268.67001,-485.07367,751.4588,-247.10295,-456.67675999999994,485.73682,-261.72848999999997,-413.9003,387.96213,-230.81206,-414.46722,70.94362,-167.91634,-373.76395,34.39415,-215.42154,-575.9508099999999,43.91751,100.04923000000001,-460.00644000000005,689.49951,92.55663,-437.68967000000004,459.53042999999997,89.71354000000001,-404.90012,249.4073,76.24318000000001,-421.81067,72.5115,8.47899,-388.6377,37.43683,60.960640000000005,-594.5378400000001,34.05956,-124.15933999999999,-462.17220999999995,473.9281,-147.74889,-440.66635,86.85801,-23.143520000000002,-492.38565,464.5799,-4.09477,-462.76822000000004,91.74933,40
-120.47443999999999,-557.10596,1705.00427,-125.59523999999999,-622.1021099999999,1657.62024,-106.53687,-448.67984,1678.4555699999999,-283.37289,-416.35672,1394.71362,-137.80742,-310.07532000000003,1267.87634,-368.57037,-489.93271,1069.1154800000002,-217.65765,-708.3819,1067.9868199999999,56.29469,-449.38530999999995,1433.1340300000002,167.07779,-549.0542,1106.59546,24.15319,-735.5006099999999,1000.91864,-236.24446,-523.0647,1006.5156300000001,33.72518,-566.67535,994.7562300000001,-87.11853,-353.64642000000003,1014.90662,-268.72278,-485.11884000000003,751.46362,-248.22667,-455.9805,486.35195999999996,-261.26682,-414.16681,387.70898,-230.80938999999998,-414.48157000000003,70.92133000000001,-167.91911000000002,-373.75513,34.38273,-215.46627999999998,-575.9281599999999,43.94271,99.97446,-459.96964,689.5069599999999,92.49294,-437.68835,459.57172,89.6623,-404.87729,249.39594,76.4489,-421.5954,72.6667,8.46413,-388.59958,37.41662,60.972669999999994,-594.52405,34.04694,-124.18417,-462.20615,473.94254000000006,-147.72742,-440.7049,86.88592,-23.18603,-492.42914,464.56729,-4.06975,-462.77002000000005,91.75186,50
-120.51905,-557.00916,1704.9989,-125.61415,-622.0166,1657.66211,-106.60576,-448.52227999999997,1678.4583699999998,-283.45245,-416.45825,1394.75659,-137.97576999999998,-310.07448999999997,1267.87598,-368.63739,-490.39664000000005,1069.22791,-217.2532,-708.61523,1067.9542199999999,56.15217,-449.09198,1432.9754599999999,167.08053999999998,-548.98334,1106.66272,24.12174,-735.44843,1001.21149,-236.62922999999998,-522.85516,1005.44476,33.70613,-566.63757,994.76038,-87.20006,-353.61148,1014.8942300000001,-268.76587,-485.14468,751.448,-248.25224,-456.03351,486.37255999999996,-261.79044,-413.92462,387.95358,-230.83447,-414.45505,70.95645,-167.91138,-373.74902000000003,34.41257,-215.41317999999998,-575.97632,43.93978,99.94889,-459.90195,689.51849,92.46815,-437.65689000000003,459.55285999999995,89.66771,-404.8114,249.40402000000003,76.47633,-421.61602999999997,72.6392,8.478760000000001,-388.62396,37.38163,60.96066999999999,-594.5036,34.0554,-124.17052,-462.18695,473.96826,-147.73691000000002,-440.63882,86.90189000000001,-23.223779999999998,-492.2941,464.58322000000004,-4.09392,-462.71700999999996,91.75643000000001,60
-120.55939,-556.90204,1705.0325899999998,-125.5873,-621.88483,1657.65466,-106.68553,-448.38934000000006,1678.4736300000002,-283.53665,-416.56942999999995,1394.80176,-138.1328,-310.07242,1267.8219,-368.53754,-490.82555999999994,1069.27148,-217.12184,-708.94775,1067.927,56.122209999999995,-448.85107,1433.0095199999998,167.08476000000002,-548.85114,1106.75659,24.16471,-735.35205,1001.4046,-236.6929,-522.86139,1005.46655,33.66818,-566.52954,994.8113400000001,-87.30788000000001,-353.608,1014.8956300000001,-268.79703,-485.18814000000003,751.4744900000001,-248.27344,-456.04825,486.38409,-261.31302,-414.26685,387.70001,-230.80621000000002,-414.48691,70.94906999999999,-167.93604,-373.75284,34.37719,-215.44177000000002,-575.94196,43.91162,99.89826,-459.79352,689.54675,92.44547,-437.59975999999995,459.55814000000004,89.65841,-404.83386,249.42202999999998,76.20721,-421.71097000000003,72.53357,8.459760000000001,-388.63235,37.40361,61.001369999999994,-594.4762,34.06848,-124.22507,-462.20547,473.98883,-147.73088,-440.67084000000006,86.8656,-23.2619,-492.40179000000006,464.58245999999997,-4.09051,-462.68414,91.72651,70
-120.59813999999999,-556.76361,1705.0625,-125.54965,-621.77039,1657.6908,-106.7476,-448.29507,1678.47937,-283.61951,-416.68773999999996,1394.83765,-138.37881000000002,-310.04413,1267.7988300000002,-368.45837,-491.14999000000006,1069.34656,-217.19648999999998,-709.40662,1067.87659,56.13661,-448.81149000000005,1433.22791,167.10586999999998,-548.67468,1106.79248,24.2921,-735.30597,1001.43848,-236.72359,-522.9230299999999,1005.4727800000001,33.65166,-566.4635,994.7846699999999,-87.42029000000001,-353.55072,1014.9326199999999,-268.79831,-485.24725,751.4726,-248.29199,-456.09615999999994,486.37740999999994,-261.86145,-414.00934,387.96585,-230.8394,-414.50827000000004,70.91771999999999,-167.89488,-373.71341,34.39539,-215.4102,-575.9456799999999,43.95344,99.85826,-459.74704,689.50067,92.41888,-437.57709000000006,459.57837,89.62195,-404.81091000000004,249.37482000000003,76.23958,-421.7308,72.54241,8.42543,-388.60882999999995,37.426190000000005,60.97139,-594.4866900000001,34.0645,-124.22816,-462.15872,473.95123,-147.71767,-440.66913,86.88325999999999,-23.25714,-492.29925999999995,464.58385999999996,-4.09365,-462.77264,91.71056999999999,80
-120.59836999999999,-556.6231700000001,1705.0841100000002,-125.57087,-621.65656,1657.74084,-106.78823,-448.13985999999994,1678.48022,-283.66382000000004,-416.76059,1394.75867,-138.56028999999998,-310.07108,1267.79114,-368.34882000000005,-491.40039,1069.39209,-217.3757,-709.9151,1067.49597,56.08562,-448.46085,1433.14087,167.14552,-548.48956,1106.84644,24.491870000000002,-735.25055,1001.39655,-236.74517999999998,-522.99377,1005.47485,33.732209999999995,-566.3407,994.8067599999999,-87.53593000000001,-353.52951,1014.9063699999999,-268.85852,-485.30652000000003,751.44507,-248.33397999999997,-456.1449,486.3653,-261.37341000000004,-414.3476,387.7009,-230.84816,-414.49356,70.95277,-167.89923000000002,-373.74734,34.38731,-215.43318,-575.98303,43.936690000000006,99.83321,-459.67053,689.52661,92.39015,-437.5177,459.57430999999997,89.58039000000001,-404.82794,249.3634,76.23692,-421.65317000000005,72.58425,8.43874,-388.62102999999996,37.4248,60.99224,-594.51495,34.03079,-124.30666000000001,-462.09975999999995,473.94275,-147.72173999999998,-440.64767,86.9006,-23.29136,-492.32648,464.60461,-4.11336,-462.72638,91.72148,90
